RELEASE,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
5 2022,5,IP,Heroin overdose,Age,0-15 Years,16,04/01/2021,04/30/2021,1.162790698,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,2.53164557,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,2.53164557,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,1.265822785,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,2.53164557,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,17,05/01/2021,05/31/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,5.084745763,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,5.084745763,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,0,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,3.389830508,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,18,06/01/2021,06/30/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,4.838709677,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,6.451612903,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,4.838709677,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,1.612903226,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,19,07/01/2021,07/31/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,3.448275862,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,3.448275862,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,3.448275862,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,3.448275862,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,1.724137931,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,20,08/01/2021,08/31/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,10.256410256,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,8.974358974,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,1.282051282,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,1.282051282,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,2.564102564,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,21,09/01/2021,09/30/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,5.882352941,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,5.882352941,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,5.882352941,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,1.470588235,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,1.470588235,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,22,10/01/2021,10/31/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,3.260869565,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,5.434782609,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,10.869565217,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,1.086956522,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,1.086956522,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,23,11/01/2021,11/30/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,4.225352113,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,4.225352113,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,5.633802817,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,0,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,24,12/01/2021,12/31/2021,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,6.41025641,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,7.692307692,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,3.846153846,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,2.564102564,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,1.282051282,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,25,01/01/2022,01/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,5,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,10,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,5,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,0,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,26,02/01/2022,02/28/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,1.282051282,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,6.41025641,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,5.128205128,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,1.282051282,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,27,03/01/2022,03/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,6.172839506,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,7.407407407,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,8.641975309,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,1.234567901,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,28,04/01/2022,04/30/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,6.349206349,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,6.349206349,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,7.936507937,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,3.174603175,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,1.587301587,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,29,05/01/2022,05/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,3.174603175,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,3.174603175,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,3.174603175,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,3.174603175,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,30,06/01/2022,06/30/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,13.235294118,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,8.823529412,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,5.882352941,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,2.941176471,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,2.941176471,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,31,07/01/2022,07/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,3.03030303,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,13.636363636,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,3.03030303,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,1.515151515,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,1.515151515,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,32,08/01/2022,08/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,6.060606061,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,9.090909091,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,6.060606061,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,1.515151515,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,33,09/01/2022,09/30/2022,1.515151515,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,3.921568627,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,3.921568627,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,5.882352941,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,0,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,0,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,34,10/01/2022,10/31/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,6.382978723,Percent
5 2022,5,IP,Stimulants overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,8.510638298,Percent
5 2022,5,IP,Cannabis overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,14.893617021,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,0,Percent
5 2022,5,IP,Fentanyl overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,2.127659574,Percent
5 2022,5,IP,Heroin overdose,Age,0-15 Years,35,11/01/2022,11/30/2022,0,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,1,01/01/2020,01/31/2020,20,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,1,01/01/2020,01/31/2020,13.793103448,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,1,01/01/2020,01/31/2020,1.379310345,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,1,01/01/2020,01/31/2020,11.724137931,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,1,01/01/2020,01/31/2020,8.965517241,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,2,02/01/2020,02/29/2020,11.971830986,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,2,02/01/2020,02/29/2020,11.267605634,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,2,02/01/2020,02/29/2020,2.112676056,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,2,02/01/2020,02/29/2020,8.450704225,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,2,02/01/2020,02/29/2020,4.225352113,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,3,03/01/2020,03/31/2020,16.788321168,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,3,03/01/2020,03/31/2020,16.788321168,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,3,03/01/2020,03/31/2020,2.189781022,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,3,03/01/2020,03/31/2020,10.218978102,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,3,03/01/2020,03/31/2020,7.299270073,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,4,04/01/2020,04/30/2020,21.31147541,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,4,04/01/2020,04/30/2020,13.114754098,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,4,04/01/2020,04/30/2020,1.639344262,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,4,04/01/2020,04/30/2020,11.475409836,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,4,04/01/2020,04/30/2020,7.37704918,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,5,05/01/2020,05/31/2020,20.422535211,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,5,05/01/2020,05/31/2020,19.014084507,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,5,05/01/2020,05/31/2020,2.816901408,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,5,05/01/2020,05/31/2020,11.971830986,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,5,05/01/2020,05/31/2020,9.154929577,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,6,06/01/2020,06/30/2020,19.841269841,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,6,06/01/2020,06/30/2020,18.253968254,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,6,06/01/2020,06/30/2020,3.968253968,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,6,06/01/2020,06/30/2020,11.904761905,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,6,06/01/2020,06/30/2020,9.523809524,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,7,07/01/2020,07/31/2020,21.428571429,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,7,07/01/2020,07/31/2020,14.285714286,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,7,07/01/2020,07/31/2020,5.194805195,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,7,07/01/2020,07/31/2020,10.38961039,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,7,07/01/2020,07/31/2020,10.38961039,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,8,08/01/2020,08/31/2020,22.368421053,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,8,08/01/2020,08/31/2020,22.368421053,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,8,08/01/2020,08/31/2020,7.236842105,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,8,08/01/2020,08/31/2020,15.131578947,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,8,08/01/2020,08/31/2020,6.578947368,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,9,09/01/2020,09/30/2020,21.897810219,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,9,09/01/2020,09/30/2020,18.97810219,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,9,09/01/2020,09/30/2020,4.379562044,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,9,09/01/2020,09/30/2020,10.948905109,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,9,09/01/2020,09/30/2020,10.948905109,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,19.620253165,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,13.924050633,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,1.265822785,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,12.658227848,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,3.797468354,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,10,10/01/2020,10/31/2020,6.329113924,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,21.428571429,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,17.857142857,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,4.285714286,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,10,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,3.571428571,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,11,11/01/2020,11/30/2020,5.714285714,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,16.79389313,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,20.610687023,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,2.290076336,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,6.870229008,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,2.290076336,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,12,12/01/2020,12/31/2020,7.633587786,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,18.055555556,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,19.444444444,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,4.166666667,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,11.111111111,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,1.388888889,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,13,01/01/2021,01/31/2021,6.944444444,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,21.739130435,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,15.217391304,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,2.898550725,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,9.420289855,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,2.173913043,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,14,02/01/2021,02/28/2021,10.144927536,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,25.824175824,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,14.285714286,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,3.296703297,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,9.89010989,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,1.098901099,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,15,03/01/2021,03/31/2021,12.087912088,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,20.571428571,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,18.857142857,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,3.428571429,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,9.142857143,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,3.428571429,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,16,04/01/2021,04/30/2021,6.857142857,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,18.709677419,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,18.709677419,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,8.387096774,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,9.677419355,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,5.806451613,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,17,05/01/2021,05/31/2021,4.516129032,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,24.637681159,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,15.217391304,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,7.246376812,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,7.971014493,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,5.072463768,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,18,06/01/2021,06/30/2021,5.797101449,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,17.283950617,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,22.222222222,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,3.703703704,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,8.641975309,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,3.086419753,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,19,07/01/2021,07/31/2021,5.555555556,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,15.384615385,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,14.792899408,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,1.183431953,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,5.917159763,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,4.733727811,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,20,08/01/2021,08/31/2021,5.325443787,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,20.740740741,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,13.333333333,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,3.703703704,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,9.62962963,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,4.444444444,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,21,09/01/2021,09/30/2021,5.925925926,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,15.151515152,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,10.909090909,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,3.03030303,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,10.303030303,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,3.03030303,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,22,10/01/2021,10/31/2021,5.454545455,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,16.40625,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,9.375,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,3.90625,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,7.03125,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,3.90625,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,23,11/01/2021,11/30/2021,1.5625,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,17.293233083,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,18.796992481,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,5.263157895,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,6.766917293,Percent
5 2022,5,IP,Fentanyl overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,3.007518797,Percent
5 2022,5,IP,Heroin overdose,Age,16-34 Years,24,12/01/2021,12/31/2021,2.255639098,Percent
5 2022,5,IP,All Opioids overdose,Age,16-34 Years,25,01/01/2022,01/31/2022,18.045112782,Percent
5 2022,5,IP,Stimulants overdose,Age,16-34 Years,25,01/01/2022,01/31/2022,14.285714286,Percent
5 2022,5,IP,Cannabis overdose,Age,16-34 Years,25,01/01/2022,01/31/2022,5.263157895,Percent
5 2022,5,IP,Benzodiazepine overdose,Age,16-34 Years,25,01/01/2022,01/31/2022,6.015037594,Percent
